"spkid","full_name","pdes","name","pha","H","G","diameter","albedo","rot_per","epoch_mjd","e","a","q","i","om","w","ma","ad","moid","moid_jup","t_jup","class"
3798991,"       (2018 CB)","2018 CB",,N,25.90,,,,0.089241,59800,0.3197,1.408,0.958,5.30,320.74,208.17,233.87,1.86,0.000612,3.12,4.68,APO
3798992,"       (2018 CC)","2018 CC",,N,26.60,,,,,59800,0.3490,1.284,0.836,8.46,317.48,245.91,0.60,1.73,0.000873,3.25,4.97,APO
3798998,"       (2018 CH)","2018 CH",,N,26.40,,,,,59800,0.4013,0.8173,0.489,1.56,110.37,241.04,144.08,1.15,0.00917,4.28,7.09,ATE
3798997,"       (2018 CJ)","2018 CJ",,N,23.50,,,,,59800,0.5786,1.847,0.778,2.91,309.00,268.87,263.35,2.91,0.0195,2.07,3.79,APO
3798999,"       (2018 CK)","2018 CK",,N,26.50,,,,,59800,0.5774,1.83,0.773,3.41,311.57,112.82,314.21,2.89,0.00182,2.48,3.81,APO
3799001,"       (2018 CL)","2018 CL",,N,25.50,,,,,59800,0.2412,0.8543,0.648,11.85,136.27,141.68,131.47,1.06,0.0057,4.04,6.86,ATE
3799002,"       (2018 CM)","2018 CM",,N,27.80,,,,,59800,0.5321,2.007,0.939,1.50,138.67,31.49,201.96,3.07,0.000649,1.89,3.64,APO
3799000,"       (2018 CN)","2018 CN",,N,26.40,,,,,59800,0.6617,1.825,0.617,3.55,321.08,263.52,278.54,3.03,0.00309,1.98,3.74,APO
3799243,"       (2018 CT)","2018 CT",,N,25.80,,,,,59800,0.2581,1.267,0.940,33.93,134.40,319.02,82.28,1.59,0.0056,3.58,4.9,APO
3799244,"       (2018 CV)","2018 CV",,N,24.30,,,,,58154,0.1891,1.286,1.043,30.03,137.20,49.56,324.47,1.53,0.114,3.53,4.89,AMO
3799242,"       (2018 CW)","2018 CW",,N,21.50,,,,,59800,0.1379,0.938,0.809,29.31,131.39,171.97,167.16,1.07,0.0816,4.16,6.28,ATE
3799241,"       (2018 CX)","2018 CX",,N,25.20,,,,,59800,0.4424,1.596,0.890,9.18,318.09,233.22,63.13,2.30,0.0148,2.7,4.24,APO
3799245,"       (2018 CY)","2018 CY",,N,23.50,,,,,59800,0.2506,1.182,0.886,2.61,218.46,27.92,101.27,1.48,0.0258,3.53,5.32,APO
3799246,"       (2018 CZ)","2018 CZ",,N,25.10,,,,,58158,0.4094,1.763,1.041,13.22,141.86,22.93,350.50,2.48,0.0705,2.51,3.99,AMO
3799253,"       (2018 CA1)","2018 CA1",,N,25.20,,,,,59800,0.1940,1.213,0.978,27.29,135.81,325.81,158.91,1.45,0.0209,3.66,5.13,APO
3799249,"       (2018 CB1)","2018 CB1",,N,25.50,,,,,58156,0.4797,1.688,0.878,1.48,168.70,29.05,339.41,2.50,0.00861,2.46,4.08,APO
3799247,"       (2018 CC1)","2018 CC1",,N,23.50,,,,,59800,0.4997,1.06,0.530,2.29,8.34,250.00,343.01,1.59,0.00287,3.48,5.69,APO
3799248,"       (2018 CD1)","2018 CD1",,N,23.70,,,,,59800,0.5542,2.381,1.061,9.02,314.63,154.43,87.58,3.70,0.0949,1.48,3.3,AMO
3799250,"       (2018 CE1)","2018 CE1",,N,21.06,,,,,59800,0.5893,2.52,1.035,6.81,139.37,311.55,50.65,4.00,0.0935,1.3,3.18,AMO
3799264,"       (2018 CQ1)","2018 CQ1",,N,21.00,,,,,59800,0.5794,1.44,0.606,19.03,95.10,319.40,254.66,2.27,0.221,3.17,4.42,APO
3799262,"       (2018 CR1)","2018 CR1",,N,20.30,,,,,59800,0.4940,2.146,1.086,35.92,328.16,111.45,171.87,3.21,0.318,2.68,3.33,AMO
3799263,"       (2018 CS1)","2018 CS1",,N,28.20,,,,,59800,0.3513,1.346,0.873,5.03,134.47,304.87,346.93,1.82,0.000709,3.44,4.81,APO
3799265,"       (2018 CT1)","2018 CT1",,N,21.90,,,,,59800,0.6316,1.35,0.497,18.67,125.13,131.25,273.68,2.20,0.127,2.98,4.6,APO
3799266,"       (2018 CU1)","2018 CU1",,N,20.90,,,,,59800,0.5663,1.911,0.829,19.66,341.45,99.02,267.51,2.99,0.112,2.64,3.66,APO
3799268,"       (2018 CV1)","2018 CV1",,N,23.80,,,,,59800,0.5673,2.482,1.074,7.07,103.00,36.77,53.12,3.89,0.112,1.19,3.23,AMO
3799267,"       (2018 CW1)","2018 CW1",,N,21.60,,,,,59800,0.3661,2.037,1.291,13.10,17.56,76.17,214.04,2.78,0.392,2.58,3.69,AMO
3799269,"       (2018 CX1)","2018 CX1",,N,20.16,,,,,59800,0.3954,0.8182,0.495,33.97,0.89,295.90,253.05,1.14,0.13,4.26,6.96,ATE
3799270,"       (2018 CY1)","2018 CY1",,N,25.70,,,,,59800,0.5848,2.458,1.020,5.04,324.31,162.12,62.15,3.89,0.0425,1.2,3.23,AMO
3799272,"       (2018 CZ1)","2018 CZ1",,N,24.60,,,,,59800,0.1536,0.983,0.832,21.49,136.79,125.74,114.29,1.13,0.0643,3.97,6.09,ATE
3799271,"       (2018 CA2)","2018 CA2",,N,26.10,,,,,59800,0.3524,1.546,1.001,9.51,324.50,195.48,112.51,2.09,0.0226,2.9,4.37,APO
3799273,"       (2018 CB2)","2018 CB2",,N,25.00,,,,,59800,0.3611,0.8949,0.572,22.84,140.89,129.43,19.45,1.22,0.0175,3.97,6.53,ATE
3799277,"       (2018 CC2)","2018 CC2",,N,24.50,,,,,58158,0.4942,1.939,0.981,15.08,129.35,45.04,349.30,2.90,0.0732,2.16,3.71,APO
3799278,"       (2018 CD2)","2018 CD2",,N,24.70,,,,,58157,0.6733,2.276,0.743,7.48,339.09,85.74,13.86,3.81,0.0361,1.67,3.26,APO
3799279,"       (2018 CE2)","2018 CE2",,N,20.50,,,,,59800,0.4727,2.355,1.242,16.24,39.04,148.47,73.67,3.47,0.269,1.55,3.35,AMO
3799280,"       (2018 CF2)","2018 CF2",,N,28.00,,,,,59800,0.5056,1.838,0.909,16.30,137.59,320.29,302.57,2.77,7.66e-05,2.5,3.82,APO
3799275,"       (2018 CG2)","2018 CG2",,N,19.20,,,,,59800,0.7022,2.009,0.598,20.56,78.57,337.42,224.44,3.42,0.285,2.02,3.42,APO
3799274,"       (2018 CH2)","2018 CH2",,N,28.00,,,,,59800,0.5339,2.076,0.968,5.46,324.18,202.49,173.66,3.18,0.00439,1.81,3.57,APO
3799276,"       (2018 CJ2)","2018 CJ2",,N,25.00,,,,,59800,0.2500,1.24,0.930,26.83,137.17,308.53,124.92,1.55,0.0201,3.66,5.04,APO
3799284,"       (2018 CK2)","2018 CK2",,N,25.00,,,,,58158,0.1925,1.289,1.041,21.07,325.06,216.17,330.73,1.54,0.0833,3.48,4.95,AMO
3799285,"       (2018 CL2)","2018 CL2",,N,25.80,,,,,58158,0.6301,2.345,0.867,3.07,105.05,89.28,349.33,3.82,0.0343,1.14,3.26,APO
3799281,"       (2018 CM2)","2018 CM2",,N,24.40,,,,,59800,0.4038,1.686,1.005,3.43,36.75,65.11,34.78,2.37,0.0561,2.81,4.12,APO
3799286,"       (2018 CN2)","2018 CN2",,N,27.80,,,,,59800,0.4736,1.204,0.634,25.74,320.19,276.56,102.61,1.77,0.00122,3.51,5.09,APO
3799282,"       (2018 CO2)","2018 CO2",,N,19.40,,,,,59800,0.6829,1.88,0.596,14.89,32.70,225.28,239.21,3.16,0.166,2.05,3.62,APO
3799283,"       (2018 CP2)","2018 CP2",,N,24.30,,,,,59800,0.4639,1.601,0.858,5.06,340.51,223.44,54.61,2.34,0.0153,2.63,4.23,APO
3799298,"       (2018 CR2)","2018 CR2",,N,24.20,,,,,58160,0.3914,1.663,1.012,13.33,336.55,181.85,354.13,2.31,0.022,2.68,4.14,APO
3799299,"       (2018 CS2)","2018 CS2",,N,25.50,,,,,59800,0.2762,0.8097,0.586,4.26,347.43,356.81,203.10,1.03,0.0254,4.3,7.18,ATE
3799305,"       (2018 CT2)","2018 CT2",,N,21.40,,,,,59800,0.3199,1.729,1.176,31.84,322.03,216.72,328.64,2.28,0.238,2.83,3.94,AMO
3799302,"       (2018 CU2)","2018 CU2",,N,27.90,,,,,59800,0.4634,1.737,0.932,1.49,335.60,205.65,332.29,2.54,0.00388,2.42,4.02,APO
3799300,"       (2018 CV2)","2018 CV2",,N,25.50,,,,,58159,0.3136,0.8951,0.614,30.14,137.78,226.20,107.18,1.18,0.0385,4.28,6.49,ATE
3799312,"       (2018 CW2)","2018 CW2",,N,25.66,,,,,59800,0.4222,0.7602,0.439,5.10,331.94,327.65,138.00,1.08,0.00409,4.12,7.54,ATE
3799301,"       (2018 CX2)","2018 CX2",,N,25.50,,,,,58159,0.5941,2.114,0.858,5.61,125.06,75.67,345.99,3.37,0.0411,1.62,3.48,APO
3799303,"       (2018 CY2)","2018 CY2",,N,22.35,,,,,59800,0.1836,1.128,0.921,26.48,144.02,73.52,214.32,1.34,0.0465,3.73,5.43,APO
3799304,"       (2018 CZ2)","2018 CZ2",,Y,21.40,,,,,59800,0.6713,2.179,0.716,5.41,120.59,117.87,122.55,3.64,0.0202,1.41,3.34,APO
3799307,"       (2018 CA3)","2018 CA3",,N,23.70,,,,,58159,0.1269,1.141,0.997,14.36,126.74,58.82,328.26,1.29,0.0633,3.7,5.46,APO
3799306,"       (2018 CB3)","2018 CB3",,N,23.00,,,,,58162,0.6375,1.819,0.659,3.81,349.38,47.65,28.40,2.98,0.0401,2.47,3.77,APO
3799310,"       (2018 CC3)","2018 CC3",,N,26.70,,,,,58160,0.5104,1.851,0.906,9.31,139.33,314.89,14.31,2.80,0.0107,2.45,3.82,APO
3799311,"       (2018 CD3)","2018 CD3",,N,28.60,,,,,59800,0.3394,1.401,0.926,2.82,326.77,221.82,231.41,1.88,0.000737,3.08,4.69,APO
3799313,"       (2018 CE3)","2018 CE3",,N,27.50,,,,,58160,0.5481,2.227,1.006,1.83,125.96,27.05,357.37,3.45,0.0223,1.56,3.43,APO
3799309,"       (2018 CF3)","2018 CF3",,N,26.60,,,,,58160,0.5182,2.015,0.971,1.07,359.63,172.59,351.70,3.06,0.0054,1.91,3.65,APO
3799314,"       (2018 CG3)","2018 CG3",,N,25.80,,,,,58162,0.4600,1.902,1.027,2.31,113.61,40.94,356.87,2.78,0.0457,2.23,3.81,AMO
3799308,"       (2018 CH3)","2018 CH3",,N,20.60,,,,,59800,0.5365,2.611,1.210,24.65,301.32,261.92,3.69,4.01,0.459,2.09,3.08,AMO
3799422,"       (2018 CP3)","2018 CP3",,N,22.40,,,,,59800,0.3560,1.499,0.965,23.91,335.44,110.73,189.41,2.03,0.142,3.32,4.39,APO
3799423,"       (2018 CQ3)","2018 CQ3",,N,25.20,,,,,59800,0.1454,1.168,0.999,4.00,139.81,319.31,231.17,1.34,0.0334,3.75,5.39,APO
3799425,"       (2018 CR3)","2018 CR3",,N,25.60,,,,,58160,0.6473,1.443,0.509,3.12,149.94,97.69,329.79,2.38,0.0054,2.67,4.41,APO
3799424,"       (2018 CS3)","2018 CS3",,N,24.70,,,,,58161,0.4143,1.882,1.102,6.94,159.68,307.71,14.27,2.66,0.15,2.52,3.85,AMO
3799426,"       (2018 CT3)","2018 CT3",,N,22.90,,,,,58163,0.3066,1.156,0.801,20.32,145.47,82.16,312.35,1.51,0.0132,3.57,5.34,APO
3799639,"       (2018 CU13)","2018 CU13",,N,26.20,,,,,58161,0.6145,2.467,0.951,1.13,76.18,107.96,351.61,3.98,0.0129,0.977,3.19,APO
3799636,"       (2018 CV13)","2018 CV13",,N,21.17,,,,,59800,0.1475,1.334,1.137,16.82,123.66,242.58,95.32,1.53,0.191,3.85,4.86,AMO
3799637,"       (2018 CW13)","2018 CW13",,N,20.00,,,,,59800,0.7051,1.611,0.475,28.92,130.06,243.35,122.75,2.75,0.0894,3.14,3.92,APO
3799638,"       (2018 CX13)","2018 CX13",,N,19.30,,,,,59800,0.4751,1.419,0.745,28.27,124.63,306.39,272.36,2.09,0.107,3.35,4.47,APO
3799641,"       (2018 CY13)","2018 CY13",,N,24.20,,,,,58162,0.3090,1.369,0.946,17.30,315.45,259.97,318.97,1.79,0.132,3.31,4.73,APO
3799643,"       (2018 CZ13)","2018 CZ13",,N,23.60,,,,,59800,0.4762,2.044,1.071,1.23,243.32,313.59,174.39,3.02,0.072,1.94,3.65,AMO
3799645,"       (2018 CA14)","2018 CA14",,N,24.40,,,,,59800,0.1554,0.9467,0.800,10.60,319.95,6.85,132.18,1.09,0.106,4.1,6.33,ATE
3799644,"       (2018 CB14)","2018 CB14",,N,21.30,,,,,58162,0.7000,2.417,0.725,17.74,294.78,124.98,13.14,4.11,0.0608,1.71,3.08,APO
3799642,"       (2018 CC14)","2018 CC14",,N,22.50,,,,,59800,0.5454,2.084,0.948,5.86,200.44,342.85,165.42,3.22,0.0247,1.75,3.55,APO
3799640,"       (2018 CD14)","2018 CD14",,N,24.00,,,,,59800,0.4887,2.318,1.185,11.13,320.55,189.23,95.00,3.45,0.201,1.58,3.39,AMO
3799646,"       (2018 CE14)","2018 CE14",,N,25.70,,,,,59800,0.3804,1.332,0.825,3.66,328.36,253.08,291.12,1.84,0.00729,3.14,4.84,APO
3799647,"       (2018 CF14)","2018 CF14",,N,24.60,,,,,58162,0.3159,1.432,0.980,10.04,328.20,110.50,35.60,1.88,0.101,3.39,4.61,APO
3799648,"       (2018 CG14)","2018 CG14",,N,24.10,,,,,59800,0.3181,1.556,1.061,12.50,324.73,131.96,136.71,2.05,0.133,3.15,4.36,AMO
3799650,"       (2018 CH14)","2018 CH14",,N,25.30,,,,,59800,0.5768,2.413,1.021,1.86,321.40,162.76,73.86,3.81,0.0393,1.29,3.27,AMO
3799651,"       (2018 CJ14)","2018 CJ14",,N,22.90,,,,,58163,0.5095,2.149,1.054,19.07,320.59,129.57,15.43,3.24,0.165,2.18,3.47,AMO
3799649,"       (2018 CK14)","2018 CK14",,N,19.40,,,,,59800,0.4657,2.249,1.201,20.97,137.99,69.52,105.49,3.30,0.364,2.06,3.4,AMO
3799667,"       (2018 CL14)","2018 CL14",,N,25.82,,,,,58155,0.2784,1.378,0.994,11.99,125.51,45.55,340.39,1.76,0.0625,3.23,4.74,APO
3799676,"       (2018 CO14)","2018 CO14",,N,24.20,,,,,58164,0.2340,1.408,1.078,19.72,144.60,32.63,342.06,1.74,0.118,3.26,4.65,AMO
3799677,"       (2018 CP14)","2018 CP14",,N,22.60,,,,,59800,0.2128,1.093,0.860,19.61,148.57,104.34,248.71,1.33,0.0174,3.78,5.61,APO
3799682,"       (2018 CU14)","2018 CU14",,N,27.60,,,,,59800,0.1546,1.119,0.946,1.03,134.19,75.37,234.39,1.29,0.0081,3.66,5.57,APO
3799702,"       (2018 CY14)","2018 CY14",,N,22.20,,,,,59800,0.4635,1.796,0.964,8.46,115.23,311.79,344.50,2.63,0.0511,2.73,3.93,APO
3799730,"       (2018 CA15)","2018 CA15",,N,25.99,,,,,58162,0.6191,2.77,1.055,2.25,136.48,354.72,2.47,4.48,0.0695,0.598,3.02,AMO
3799722,"       (2018 CB15)","2018 CB15",,N,20.80,,,,,59800,0.3177,1.112,0.759,26.30,160.42,173.67,120.83,1.47,0.247,3.93,5.46,APO
3799681,"       (2018 DA)","2018 DA",,N,24.00,,,,,59800,0.4431,0.9041,0.504,4.11,333.96,310.86,342.81,1.30,0.00496,3.85,6.5,ATE
3799680,"       (2018 DB)","2018 DB",,N,27.60,,,,,58163,0.5567,1.584,0.702,0.26,72.10,159.14,332.58,2.47,0.00415,2.53,4.2,APO
3799683,"       (2018 DC)","2018 DC",,N,24.70,,,,,59800,0.2416,1.029,0.781,1.17,42.54,215.90,21.35,1.28,0.0147,3.76,5.92,APO
3799684,"       (2018 DG)","2018 DG",,N,23.90,,,,,59800,0.5731,2.424,1.035,17.44,149.58,347.19,68.40,3.81,0.056,1.27,3.21,AMO
3799696,"       (2018 DJ)","2018 DJ",,N,21.40,,,,,59800,0.7166,2.138,0.606,9.83,146.38,111.97,130.65,3.67,0.0553,1.56,3.31,APO
3799703,"       (2018 DL)","2018 DL",,N,25.60,,,,,59800,0.3186,1.555,1.060,10.87,329.43,177.68,110.21,2.05,0.0729,2.96,4.36,AMO
3799705,"       (2018 DM)","2018 DM",,N,24.00,,,,,59800,0.1751,1.185,0.977,22.85,153.79,286.72,219.15,1.39,0.0979,3.78,5.26,APO
3799706,"       (2018 DN)","2018 DN",,N,26.90,,,,,58171,0.5406,2.014,0.925,4.22,328.35,139.79,12.19,3.10,0.00657,2.07,3.63,APO
3799710,"       (2018 DQ)","2018 DQ",,N,29.10,,,,,58172,0.6845,1.714,0.541,0.40,152.18,263.81,21.66,2.89,6.37e-05,2.49,3.87,APO
3799709,"       (2018 DR)","2018 DR",,N,27.30,,,,,59800,0.2769,1.329,0.961,7.89,336.97,210.54,308.90,1.70,0.00148,3.27,4.88,APO
3799711,"       (2018 DS)","2018 DS",,N,25.10,,,,,59800,0.1650,1.162,0.971,13.43,150.39,311.66,238.26,1.35,0.0292,3.74,5.38,APO
3799712,"       (2018 DT)","2018 DT",,N,27.10,,,,,59800,0.1797,1.22,1.001,1.77,152.03,8.57,106.74,1.44,0.0121,3.53,5.22,APO
3799713,"       (2018 DU)","2018 DU",,N,28.30,,,,,59800,0.1808,1.174,0.962,3.20,335.14,217.55,153.88,1.39,0.00241,3.57,5.36,APO
3799715,"       (2018 DA1)","2018 DA1",,Y,18.87,,,,,59800,0.7273,1.207,0.329,25.50,139.93,233.92,239.35,2.09,0.00368,3.55,4.91,APO
3799719,"       (2018 DB1)","2018 DB1",,N,26.00,,,,,59800,0.0522,1.069,1.014,10.87,155.73,7.93,1.93,1.13,0.0254,3.84,5.75,APO
3799716,"       (2018 DC1)","2018 DC1",,N,23.10,,,,,58177,0.1157,1.285,1.137,37.41,156.21,293.48,57.88,1.43,0.219,3.67,4.83,AMO
3799717,"       (2018 DE1)","2018 DE1",,N,25.50,,,,,59800,0.0091,1.011,1.002,12.38,338.77,4.77,313.77,1.02,0.00695,3.96,6.01,APO
3799726,"       (2018 DF1)","2018 DF1",,N,25.30,,,,,58173,0.6161,1.47,0.564,6.25,152.93,259.31,31.64,2.38,0.00641,3.03,4.37,APO
3799721,"       (2018 DG1)","2018 DG1",,N,22.90,,,,,58178,0.6068,1.718,0.676,9.45,349.08,78.65,26.19,2.76,0.0106,2.66,3.93,APO
3799720,"       (2018 DH1)","2018 DH1",,Y,21.13,,,,5,59800,0.6032,2.095,0.831,1.97,146.07,97.42,145.63,3.36,0.014,1.67,3.5,APO
3799723,"       (2018 DJ1)","2018 DJ1",,N,23.60,,,,,58179,0.6614,1.743,0.590,2.60,175.47,236.27,28.53,2.90,0.0245,2.5,3.85,APO
3799727,"       (2018 DK1)","2018 DK1",,N,24.50,,,,,59800,0.3118,1.557,1.071,13.49,156.44,0.08,105.15,2.04,0.0827,2.95,4.35,AMO
3799724,"       (2018 DL1)","2018 DL1",,N,24.40,,,,,58173,0.6262,2.504,0.936,9.64,156.90,308.88,10.23,4.07,0.0492,1.25,3.15,APO
3799725,"       (2018 DM1)","2018 DM1",,N,25.00,,,,,58174,0.6471,2.131,0.752,5.06,339.40,103.53,15.78,3.51,0.0142,1.81,3.41,APO
3799728,"       (2018 DN1)","2018 DN1",,N,24.20,,,,,59800,0.3986,1.611,0.969,2.72,130.49,59.42,52.40,2.25,0.0268,2.7,4.25,APO
3799742,"       (2018 DR1)","2018 DR1",,N,25.40,,,,,59800,0.5951,2.603,1.054,4.18,145.46,24.89,18.90,4.15,0.069,0.818,3.13,AMO
3799746,"       (2018 DS1)","2018 DS1",,N,24.90,,,,,58174,0.5048,1.465,0.725,6.65,344.18,259.30,328.42,2.20,0.00153,2.86,4.46,APO
3799743,"       (2018 DT1)","2018 DT1",,N,21.10,,,,,59800,0.5567,1.362,0.604,30.52,343.00,76.05,327.09,2.12,0.0597,3.71,4.55,APO
3799744,"       (2018 DU1)","2018 DU1",,N,27.70,,,,,59800,0.2337,0.8872,0.680,1.16,344.18,309.28,1.19,1.09,0.000571,4.03,6.67,ATE
3799747,"       (2018 DV1)","2018 DV1",,N,28.40,,,,,59800,0.1655,0.9855,0.822,5.15,341.06,281.61,110.12,1.15,0.00079,3.88,6.13,ATE
3799745,"       (2018 DW1)","2018 DW1",,N,26.80,,,,,58175,0.5608,2.01,0.883,1.08,351.59,215.60,347.18,3.14,0.00336,1.83,3.62,APO
3799751,"       (2018 DX1)","2018 DX1",,N,24.20,,,,,59800,0.1285,0.9772,0.852,7.08,345.32,9.46,15.12,1.10,0.104,4.09,6.18,ATE
3799749,"       (2018 DY1)","2018 DY1",,N,23.40,,,,,59800,0.6039,2.657,1.053,2.60,42.71,158.20,1.31,4.26,0.053,0.691,3.1,AMO
3799750,"       (2018 DZ1)","2018 DZ1",,N,24.70,,,,,59800,0.0958,0.978,0.884,11.37,150.60,189.39,33.84,1.07,0.0828,4.06,6.17,ATE
3799748,"       (2018 DA2)","2018 DA2",,N,23.30,,,,,59800,0.4507,0.8826,0.485,18.32,344.26,328.64,10.80,1.28,0.0841,4.04,6.59,ATE
3799752,"       (2018 DB2)","2018 DB2",,N,22.10,,,,,59800,0.4341,1.925,1.089,4.21,129.16,87.55,217.69,2.76,0.113,2.22,3.8,AMO
3799755,"       (2018 DC2)","2018 DC2",,N,26.80,,,,,58174,0.5075,1.926,0.948,4.98,341.28,139.44,10.58,2.90,0.0161,2.21,3.75,APO
3799753,"       (2018 DD2)","2018 DD2",,N,27.40,,,,,58175,0.2948,1.319,0.930,7.36,153.99,311.02,29.37,1.71,0.0118,3.44,4.9,APO
3799754,"       (2018 DE2)","2018 DE2",,N,21.80,,,,,59800,0.4233,1.814,1.046,14.11,353.25,225.34,272.74,2.58,0.114,2.47,3.91,AMO
3799756,"       (2018 DF2)","2018 DF2",,N,20.82,,,,,59800,0.3897,1.231,0.751,17.06,151.14,133.56,22.86,1.71,0.14,3.53,5.08,APO
3799757,"       (2018 DK3)","2018 DK3",,N,20.66,,,,,59800,0.4158,1.987,1.161,2.78,51.34,186.17,172.43,2.81,0.149,2.2,3.74,AMO
3799770,"       (2018 DL3)","2018 DL3",,N,24.90,,,,,58167,0.2696,1.516,1.107,11.44,328.85,79.18,69.46,1.92,0.211,3.51,4.45,AMO
3799771,"       (2018 DM3)","2018 DM3",,N,27.53,,,,,58166,0.3983,1.817,1.093,3.89,327.55,203.84,350.61,2.54,0.103,2.44,3.95,AMO
3799772,"       (2018 DN3)","2018 DN3",,N,26.98,,,,,58167,0.3497,1.336,0.869,7.67,329.12,91.27,49.53,1.80,0.0611,3.56,4.84,APO
3799773,"       (2018 DO3)","2018 DO3",,N,29.22,,,,,58166,0.5730,1.789,0.764,4.40,148.48,284.02,21.16,2.81,0.0108,2.51,3.87,APO
3799774,"       (2018 DP3)","2018 DP3",,N,28.35,,,,,58166,0.3022,1.524,1.064,3.68,147.63,23.98,347.77,1.99,0.0748,2.98,4.44,AMO
3799775,"       (2018 DQ3)","2018 DQ3",,N,24.38,,,,,58167,0.6339,2.409,0.882,11.81,147.84,101.48,331.99,3.94,0.0936,1.4,3.19,APO
3799758,"       (2018 DW3)","2018 DW3",,N,18.33,,,,,59800,0.6493,3.028,1.062,5.58,102.26,319.51,334.60,4.99,0.0974,0.448,2.87,AMO
3799760,"       (2018 DX3)","2018 DX3",,N,19.94,,0.289,0.176,2.49,59800,0.4966,2.108,1.061,7.65,18.71,216.23,138.12,3.16,0.0835,1.88,3.56,AMO
3799759,"       (2018 DY3)","2018 DY3",,N,25.70,,,,,59800,0.2928,1.222,0.865,0.74,84.71,149.63,58.34,1.58,0.00843,3.41,5.18,APO
3799762,"       (2018 DZ3)","2018 DZ3",,N,26.40,,,,,58176,0.5335,2.081,0.971,5.51,344.68,206.25,351.34,3.19,0.00774,1.78,3.56,APO
3799764,"       (2018 DA4)","2018 DA4",,N,20.63,,,,,59800,0.7879,1.347,0.286,22.07,357.75,24.74,343.32,2.41,0.169,3.12,4.44,APO
3799761,"       (2018 DB4)","2018 DB4",,N,24.50,,,,,58182,0.4121,1.68,0.988,4.27,165.04,38.53,345.37,2.37,0.0247,2.59,4.13,APO
3799765,"       (2018 DC4)","2018 DC4",,N,27.30,,,,,59800,0.1313,0.9181,0.798,2.44,333.14,325.97,249.06,1.04,0.00892,4.05,6.5,ATE
3799763,"       (2018 DD4)","2018 DD4",,N,20.30,,,,,59800,0.4080,1.782,1.055,35.17,318.31,199.31,307.88,2.51,0.0861,2.57,3.79,AMO
3799786,"       (2018 DJ4)","2018 DJ4",,N,21.60,,,,,59800,0.5022,2.213,1.102,3.41,340.25,238.25,109.20,3.32,0.109,1.67,3.48,AMO
3799793,"       (2018 DL4)","2018 DL4",,N,23.90,,,,,58184,0.5978,1.266,0.509,7.03,131.92,273.22,47.51,2.02,0.0342,3.4,4.9,APO
3799864,"       (2018 DN4)","2018 DN4",,N,28.39,,,,,58175,0.6788,2.16,0.694,3.80,335.06,105.68,14.04,3.63,0.000639,1.69,3.35,APO
54177365,"       (2018 DA10)","2018 DA10",,N,18.47,,,,,59800,0.5286,2.654,1.251,29.29,148.89,246.56,58.67,4.06,0.439,2.26,3.02,AMO
3799787,"       (2018 EB)","2018 EB",,Y,21.90,,,,3.16,59800,0.0122,1.017,1.004,29.44,194.55,126.95,321.50,1.03,0.0104,3.94,5.89,APO
3799790,"       (2018 EE)","2018 EE",,Y,21.80,,,,,59800,0.6516,2.816,0.981,3.89,109.32,35.12,338.29,4.65,0.0255,0.398,2.96,APO
3799788,"       (2018 EF)","2018 EF",,N,24.90,,,,,59800,0.4030,1.732,1.034,11.36,158.57,29.76,328.98,2.43,0.0697,2.54,4.04,AMO
3799789,"       (2018 EG)","2018 EG",,N,24.60,,,,,59800,0.1546,1.279,1.082,11.88,160.06,31.81,1.15,1.48,0.107,3.48,5.03,AMO
3799791,"       (2018 EH)","2018 EH",,N,24.40,,,,,59800,0.6281,2.579,0.959,2.47,12.26,192.19,17.58,4.20,0.00923,0.769,3.11,APO
3799801,"       (2018 EX)","2018 EX",,N,27.00,,,,,59800,0.2034,1.284,1.023,3.13,345.01,180.27,14.54,1.55,0.0317,3.42,5.02,AMO
3799798,"       (2018 EY)","2018 EY",,N,23.80,,,,,59800,0.2364,1.184,0.904,27.89,343.98,95.52,215.39,1.46,0.092,3.79,5.21,APO
3799799,"       (2018 EZ)","2018 EZ",,N,23.90,,,,,59800,0.3393,1.601,1.058,8.07,7.77,158.28,65.66,2.14,0.0736,2.83,4.28,AMO
3799797,"       (2018 EA1)","2018 EA1",,N,20.70,,,,,59800,0.4799,1.108,0.576,14.70,347.96,333.35,154.80,1.64,0.175,3.71,5.48,APO
3799800,"       (2018 EB1)","2018 EB1",,N,24.80,,,,,58184,0.5158,1.419,0.687,25.45,165.15,267.24,35.29,2.15,0.00643,3.47,4.47,APO
3799802,"       (2018 EC1)","2018 EC1",,N,26.20,,,,,59800,0.2308,1.14,0.877,11.37,351.30,259.60,168.86,1.40,0.0282,3.65,5.46,APO
3799804,"       (2018 ED1)","2018 ED1",,N,25.80,,,,,58187,0.4937,1.597,0.809,2.50,158.48,301.19,24.70,2.39,0.00374,2.81,4.22,APO
3799803,"       (2018 EE1)","2018 EE1",,N,24.80,,,,,58186,0.5318,1.403,0.657,13.77,165.84,268.40,34.42,2.15,0.00675,3.25,4.56,APO
3799805,"       (2018 EF1)","2018 EF1",,N,24.20,,,,,59800,0.2537,1.142,0.853,10.46,166.17,78.36,171.85,1.43,0.0151,3.59,5.45,APO
3799828,"       (2018 EP1)","2018 EP1",,N,18.70,,,,,59800,0.8260,1.945,0.338,13.54,45.48,328.52,254.25,3.55,0.119,1.96,3.35,APO
