"spkid","full_name","name","prefix","epoch_mjd","a","e","i","om","w","ma","H","G","diameter","albedo","rot_per","q","moid"
3836286,"       (2018 WU)",,,59800,0.691,0.4593,14.81,237.49,0.44,347.18,24.70,,,,,0.374,0.0212
3836287,"       (2018 WV)",,,59800,2.562,0.6134,1.28,48.54,356.84,328.89,25.60,,,,,0.991,0.00136
3836285,"       (2018 WW)",,,58442,1.297,0.4036,3.46,293.67,215.56,317.06,23.20,,,,,0.773,0.0377
3836291,"       (2018 WA1)",,,59800,0.8723,0.1391,1.81,233.41,8.36,16.23,30.10,,,,,0.751,0.0024
3836293,"       (2018 WC1)",,,59800,1.992,0.4046,8.34,18.00,50.71,115.29,21.50,,,,,1.186,0.229
3836295,"       (2018 WD1)",,,58449,1.172,0.1344,14.06,59.39,354.29,5.31,25.40,,,,,1.014,0.0271
3836294,"       (2018 WE1)",,,59800,1.096,0.3588,6.27,242.71,84.46,136.17,26.10,,,,,0.703,0.000926
3836296,"       (2018 WH1)",,,59800,0.8636,0.1576,4.74,64.39,197.82,14.95,28.60,,,,,0.727,0.00389
3836297,"       (2018 WJ1)",,,59800,1.826,0.3338,10.97,5.43,135.86,131.34,19.90,,,,,1.216,0.259
3836302,"       (2018 WL1)",,,59800,2.083,0.8797,17.27,85.03,192.71,103.30,21.20,,,,,0.251,0.192
3836301,"       (2018 WM1)",,,59800,1.692,0.4108,21.22,62.57,355.81,246.96,25.50,,,,,0.997,0.0117
3836308,"       (2018 WR1)",,,59800,2.252,0.6461,15.17,274.59,244.89,10.07,20.30,,,,68.6,0.797,0.0239
3836305,"       (2018 WS1)",,,58451,1.817,0.4651,7.55,41.49,345.22,12.48,23.30,,,,,0.972,0.00743
3836311,"       (2018 WT1)",,,59800,1.895,0.5052,4.40,251.73,138.51,160.39,25.50,,,,,0.938,0.0124
3836306,"       (2018 WU1)",,,59800,1.622,0.3997,4.99,88.75,298.21,299.58,24.10,,,,,0.974,0.0521
3836309,"       (2018 WV1)",,,59800,1.04,0.0603,1.65,246.39,145.90,204.78,30.30,,,,,0.977,0.000736
3836310,"       (2018 WW1)",,,59800,1.047,0.1518,17.24,247.94,77.33,243.49,25.00,,,,,0.888,0.0205
3836314,"       (2018 WX1)",,,59800,1.121,0.2797,8.25,250.46,265.75,342.76,24.14,,,,,0.807,0.013
3836312,"       (2018 WY1)",,,58451,1.912,0.6143,0.62,43.90,309.65,17.27,28.30,,,,,0.737,0.00371
3836313,"       (2018 WZ1)",,,59800,1.714,0.5341,6.00,65.12,296.58,252.30,29.40,,,,,0.798,0.000714
3836410,"       (2018 WA2)",,,59800,1.847,0.5325,3.02,21.14,122.18,145.86,22.70,,,,,0.863,0.00474
3836409,"       (2018 WB2)",,,59800,1.645,0.3664,36.14,69.42,294.79,305.44,20.74,,,,,1.042,0.221
3836411,"       (2018 WC2)",,,59800,0.8454,0.3369,7.25,250.13,318.00,155.62,25.00,,,,,0.561,0.00583
3836414,"       (2018 WD2)",,,59800,2.046,0.5204,2.83,250.84,199.61,87.05,26.20,,,,,0.982,0.00842
3836413,"       (2018 WE2)",,,59800,0.807,0.3419,23.13,247.22,335.31,257.23,25.80,,,,,0.531,0.0427
3836412,"       (2018 WF2)",,,59800,2.154,0.5859,1.47,59.26,53.34,48.93,28.40,,,,,0.892,0.00506
3836416,"       (2018 WG2)",,,59800,1.108,0.2376,0.82,63.60,80.04,8.64,30.10,,,,,0.844,0.00122
3836415,"       (2018 WH2)",,,59800,1.835,0.4303,15.96,249.25,150.84,184.70,22.90,,,,,1.046,0.09
3836659,"       (2018 WK2)",,,59800,2.021,0.4106,5.22,43.57,52.94,91.00,22.50,,,,,1.191,0.223
3836660,"       (2018 WL2)",,,59800,0.8837,0.6767,34.94,65.27,149.24,72.58,21.90,,,,,0.286,0.0838
3836658,"       (2018 WM2)",,,59800,1.08,0.3460,2.55,247.87,289.63,31.81,24.40,,,,,0.707,0.0106
3836662,"       (2018 WN2)",,,59800,1.716,0.2689,7.75,264.27,205.27,207.70,21.20,,,,,1.254,0.278
3836661,"       (2018 WO2)",,,59800,2.622,0.6299,8.79,50.39,335.70,319.69,22.30,,,,,0.970,0.0106
3836663,"       (2018 WP2)",,,59800,1.944,0.5222,7.90,55.07,309.57,147.44,21.80,,,,,0.929,0.0312
3836704,"       (2018 WV2)",,,59800,2.04,0.5766,13.89,338.18,37.14,113.56,20.18,,,,,0.864,0.0533
3836703,"       (2018 WW2)",,,59800,1.661,0.4000,11.86,252.67,131.73,277.34,24.80,,,,,0.996,0.0796
3836702,"       (2018 WX2)",,,59800,1.743,0.4195,6.59,248.80,214.37,202.64,25.40,,,,,1.012,0.0546
3836701,"       (2018 WY2)",,,59800,1.383,0.1607,26.44,245.14,179.53,97.74,23.80,,,,,1.160,0.175
3836705,"       (2018 WZ2)",,,58453,1.622,0.3842,0.40,71.14,332.24,10.43,27.80,,,,,0.999,0.00785
3836706,"       (2018 WA3)",,,59800,1.82,0.5975,4.51,66.50,287.21,200.03,28.00,,,,,0.733,0.00145
3836707,"       (2018 WB3)",,,58457,2.682,0.5661,10.15,74.36,324.83,7.27,23.60,,,,,1.164,0.197
3836731,"       (2018 WE3)",,,59800,2.726,0.6611,8.71,240.66,159.43,304.85,21.00,,,,,0.924,0.0248
54054744,"       (2018 WC6)",,,59800,2.308,0.4636,16.86,254.05,119.65,39.24,20.70,,,,,1.238,0.342
3836664,"       (2018 XA)",,,59800,2.593,0.6771,3.95,252.97,121.78,326.28,23.70,,,,3.6352,0.837,0.00826
3836713,"       (2018 XB)",,,59800,1.337,0.2975,4.06,68.03,41.74,116.16,28.40,,,,,0.940,0.00547
3836709,"       (2018 XC)",,,59800,0.79,0.4035,21.33,69.82,212.23,204.44,25.70,,,,,0.471,0.014
3836712,"       (2018 XD)",,,59800,1.835,0.5660,8.69,242.50,121.68,190.64,23.10,,,,,0.796,0.00893
3836711,"       (2018 XE)",,,59800,1.547,0.3909,5.25,69.63,323.22,344.12,25.50,,,,,0.943,0.00612
3836710,"       (2018 XF)",,,59800,1.344,0.2514,16.75,250.02,181.02,130.49,25.70,,,,,1.006,0.0214
3836708,"       (2018 XG)",,,59800,1.705,0.4630,4.61,68.54,46.36,219.68,26.80,,,,,0.916,0.00995
3836718,"       (2018 XH)",,,59800,1.416,0.2996,1.23,281.72,216.47,32.17,22.00,,,,,0.992,0.014
3836719,"       (2018 XJ)",,,58457,2.293,0.5919,3.90,74.22,320.73,8.24,27.90,,,,,0.936,0.00962
3836720,"       (2018 XN)",,,59800,1.394,0.3298,1.07,82.08,58.18,46.84,23.90,,,,,0.934,0.00676
3836721,"       (2018 XO)",,,58457,1.347,0.2578,24.65,249.27,120.83,38.03,24.40,,,,,1.000,0.112
3836727,"       (2018 XR)",,,59800,2.152,0.6675,20.52,78.39,114.38,31.10,18.60,,,,15.27,0.715,0.0473
3836733,"       (2018 XS)",,,59800,2.049,0.5358,3.95,337.98,40.74,107.50,22.20,,,,,0.951,0.00895
3836734,"       (2018 XT)",,,58457,1.856,0.6251,7.02,249.50,98.66,20.14,25.90,,,,,0.696,0.01
3836732,"       (2018 XU)",,,58457,2.418,0.7487,2.74,222.72,112.22,15.03,24.10,,,,,0.608,0.0133
3836736,"       (2018 XV)",,,59800,2.187,0.5964,22.52,107.76,64.16,24.06,19.88,,,,31.2,0.883,0.0915
3836735,"       (2018 XW)",,,59800,2.406,0.5791,7.24,80.18,359.60,353.59,24.80,,,,,1.013,0.0293
3836737,"       (2018 XB1)",,,59800,2.442,0.5852,15.86,262.67,152.58,350.89,22.90,,,,,1.013,0.0627
3836744,"       (2018 XG1)",,,58462,2.552,0.7587,8.28,47.67,120.65,347.41,21.60,,,,,0.616,0.0619
3836747,"       (2018 XH1)",,,58462,1.783,0.4461,4.79,67.78,34.29,351.19,25.80,,,,,0.988,0.0298
3836745,"       (2018 XJ1)",,,59800,1.753,0.4307,5.49,84.01,359.93,205.70,26.40,,,,,0.998,0.015
3836746,"       (2018 XK1)",,,58462,1.523,0.3307,27.95,260.63,150.67,13.18,24.30,,,,,1.019,0.0656
3836748,"       (2018 XL1)",,,59800,1.809,0.4537,2.53,254.42,192.41,178.52,27.00,,,,,0.988,0.00828
3836755,"       (2018 XZ1)",,,59800,1.551,0.3358,51.20,59.49,25.57,310.83,19.65,,,,,1.030,0.069
3836752,"       (2018 XA2)",,,58461,1.562,0.3437,8.27,261.36,166.61,3.63,26.80,,,,,1.025,0.0444
3836754,"       (2018 XB2)",,,59800,1.537,0.2817,19.28,92.59,344.22,330.70,21.30,,,,,1.104,0.129
3836757,"       (2018 XC2)",,,59800,1.803,0.4527,13.45,73.52,76.26,156.34,21.49,,,,,0.987,0.162
3836753,"       (2018 XD2)",,,59800,2.022,0.3591,5.47,356.96,98.53,92.52,21.80,,,,,1.296,0.331
3836759,"       (2018 XE2)",,,58463,2.175,0.7318,6.44,251.07,277.97,345.18,24.90,,,,,0.583,0.0165
3836756,"       (2018 XF2)",,,59800,2.5,0.6183,0.97,254.69,151.72,339.88,26.30,,,,,0.954,0.00147
3836758,"       (2018 XG2)",,,59800,1.028,0.0558,10.87,72.36,308.95,235.60,25.10,,,,,0.971,0.0056
3836845,"       (2018 XH2)",,,59800,1.61,0.3594,2.80,41.53,55.19,278.09,24.40,,,,,1.032,0.0629
3836846,"       (2018 XJ2)",,,58464,1.483,0.3810,10.66,62.60,80.22,332.55,23.30,,,,,0.918,0.0976
3836848,"       (2018 XK2)",,,59800,2.649,0.6004,3.75,55.49,26.48,305.04,24.50,,,,,1.059,0.0802
3836847,"       (2018 XL2)",,,58462,1.592,0.3352,19.15,69.56,345.73,9.15,24.30,,,,,1.058,0.0787
3836849,"       (2018 XM2)",,,59800,1.249,0.2411,22.48,257.39,228.62,194.06,25.40,,,,,0.948,0.0287
3836851,"       (2018 XN2)",,,58463,1.621,0.4079,3.15,56.92,329.73,20.42,24.90,,,,,0.960,0.0035
3836850,"       (2018 XO2)",,,58463,2.328,0.6712,14.99,69.56,281.04,16.77,22.90,,,,,0.765,0.0592
3836852,"       (2018 XP2)",,,58463,1.811,0.7593,0.54,66.28,263.17,19.13,28.10,,,,,0.436,0.00167
3836857,"       (2018 XQ2)",,,59800,0.857,0.1779,0.08,111.81,147.97,38.91,28.20,,,,,0.705,2.41e-05
3836853,"       (2018 XR2)",,,59800,1.138,0.1835,2.29,261.52,111.88,52.40,27.50,,,,,0.929,0.0112
3836856,"       (2018 XS2)",,,58463,1.463,0.3117,8.50,76.81,333.83,14.31,26.10,,,,,1.007,0.0388
3836854,"       (2018 XT2)",,,59800,1.66,0.3567,7.17,79.92,58.04,228.53,22.10,,,,,1.068,0.129
3836860,"       (2018 XU2)",,,59800,2.408,0.4745,3.35,257.20,241.09,333.20,20.90,,,,,1.265,0.286
3836855,"       (2018 XV2)",,,58463,1.18,0.1469,11.42,258.74,158.50,16.59,25.80,,,,,1.006,0.0297
3836859,"       (2018 XW2)",,,59800,0.9974,0.3018,19.74,78.15,249.85,318.99,25.50,,,,,0.696,0.0202
3836858,"       (2018 XX2)",,,59800,2.01,0.5554,7.35,76.99,315.79,114.64,26.10,,,,,0.894,0.00443
3836861,"       (2018 XY2)",,,59800,1.784,0.3797,4.45,333.24,158.20,172.20,22.30,,,,,1.107,0.125
3836862,"       (2018 XZ2)",,,59800,2.764,0.6274,20.44,82.93,27.78,280.88,21.60,,,,,1.030,0.0849
3836863,"       (2018 XF3)",,,59800,1.706,0.2570,29.72,274.95,152.85,240.43,22.00,,,,,1.267,0.308
3836864,"       (2018 XG3)",,,58463,2.477,0.5987,2.41,266.44,145.38,5.64,26.30,,,,,0.994,0.0211
3836878,"       (2018 XP3)",,,59800,1.095,0.2001,16.99,72.57,245.72,176.16,22.90,,,,,0.876,0.0366
3836885,"       (2018 XQ3)",,,58463,2.475,0.4823,63.22,76.02,4.98,358.78,22.70,,,,,1.281,0.298
3836880,"       (2018 XR3)",,,59800,1.664,0.6034,14.11,259.05,64.53,296.05,21.50,,,,,0.660,0.0811
3836879,"       (2018 XT3)",,,58465,1.393,0.2903,6.84,68.86,27.56,350.03,25.20,,,,,0.988,0.0227
3836881,"       (2018 XU3)",,,59800,1.586,0.4013,13.23,75.40,44.89,281.57,25.40,,,,,0.950,0.0389
3836882,"       (2018 XV3)",,,59800,1.402,0.2985,9.43,67.52,343.10,87.80,24.70,,,,,0.983,0.00727
3836884,"       (2018 XW3)",,,59800,1.444,0.4553,2.55,255.72,110.63,67.92,26.40,,,,,0.786,0.000311
3836883,"       (2018 XX3)",,,59800,1.032,0.1251,4.26,260.34,101.58,240.06,29.70,,,,,0.903,0.00394
3836888,"       (2018 XY3)",,,59800,2.099,0.6218,20.27,80.90,108.13,54.53,19.72,,,,,0.794,0.037
3836887,"       (2018 XZ3)",,,59800,2.352,0.5137,7.18,14.19,341.14,38.21,19.80,,,,,1.144,0.145
3836886,"       (2018 XA4)",,,59800,1.12,0.4033,2.29,81.41,260.96,81.58,29.00,,,,,0.668,0.00163
3836889,"       (2018 XB4)",,,59800,1.071,0.1995,8.73,92.03,92.32,22.59,24.00,,,,,0.858,0.00249
3836892,"       (2018 XC4)",,,59800,1.268,0.3105,2.17,95.08,52.41,164.30,26.30,,,,,0.874,0.00331
3836891,"       (2018 XD4)",,,58466,1.693,0.5813,3.90,236.91,118.28,24.73,25.30,,,,,0.709,0.0168
3836890,"       (2018 XE4)",,,59800,1.592,0.4467,2.95,264.03,237.90,272.21,26.40,,,,,0.881,0.00831
3836893,"       (2018 XF4)",,,59800,1.266,0.2297,25.84,81.63,327.64,223.29,25.10,,,,,0.975,0.0206
3836894,"       (2018 XG4)",,,59800,1.958,0.4956,6.54,261.09,171.44,122.57,27.60,,,,,0.987,0.00725
3836901,"       (2018 XN4)",,,58464,2.653,0.5939,7.62,259.12,181.41,359.85,26.70,,,,,1.077,0.0925
3836902,"       (2018 XO4)",,,59800,1.278,0.2445,3.14,297.91,173.43,170.40,25.40,,,,,0.966,0.0135
3836903,"       (2018 XP4)",,,58466,2.388,0.7500,1.75,142.17,200.90,14.87,24.30,,,,,0.597,0.0284
3836904,"       (2018 XQ4)",,,59800,2.235,0.4893,4.87,145.04,14.66,15.97,20.15,,,,,1.141,0.154
3836905,"       (2018 XR4)",,,59800,1.144,0.3574,10.21,84.43,88.44,303.20,26.80,,,,,0.735,0.00247
3836906,"       (2018 XS4)",,,59800,2.452,0.5941,6.38,266.05,173.72,343.25,25.20,,,,,0.995,0.0141
3836907,"       (2018 XT4)",,,58467,1.541,0.3479,3.66,94.42,358.31,356.16,26.50,,,,,1.005,0.0217
3836910,"       (2018 XW4)",,,58467,2.24,0.6499,4.54,88.52,271.44,16.70,24.10,,,,,0.784,0.0352
3836909,"       (2018 XX4)",,,58466,1.874,0.4731,1.06,89.09,312.90,12.87,25.70,,,,,0.987,0.0113
3836908,"       (2018 XY4)",,,58466,1.664,0.4436,2.71,112.65,273.99,20.19,25.80,,,,,0.926,0.0349
3836915,"       (2018 XZ4)",,,59800,1.795,0.4737,7.14,84.76,319.96,198.49,23.30,,,,,0.945,0.0195
3836911,"       (2018 XA5)",,,59800,1.091,0.3063,3.34,4.19,196.00,352.28,23.80,,,,,0.757,0.0544
3836914,"       (2018 XB5)",,,59800,1.412,0.3104,25.88,263.08,151.38,77.03,24.20,,,,,0.974,0.0194
3836912,"       (2018 XC5)",,,58467,1.55,0.3130,20.56,264.26,196.17,352.53,24.20,,,,,1.065,0.0899
3836913,"       (2018 XD5)",,,59800,0.8194,0.2935,4.52,271.77,356.42,145.40,24.70,,,,,0.579,0.0397
3836923,"       (2018 XE5)",,,59800,2.497,0.6381,34.15,353.32,167.25,295.26,18.60,,,,,0.904,0.08
3836919,"       (2018 XF5)",,,59800,1.393,0.2136,7.42,226.57,279.03,33.82,23.50,,,,,1.096,0.166
3836920,"       (2018 XG5)",,,59800,2.434,0.6234,12.91,215.50,320.65,318.06,20.20,,,,2.6594,0.917,0.000899
3836921,"       (2018 XH5)",,,59800,1.333,0.1846,10.91,248.38,173.83,147.08,25.10,,,,,1.087,0.102
3836922,"       (2018 XK5)",,,59800,1.991,0.4815,13.89,128.45,269.60,122.68,20.46,,,,,1.032,0.225
3836925,"       (2018 XL5)",,,59800,2.796,0.6192,12.36,277.82,147.47,288.42,21.50,,,,,1.065,0.116
3836927,"       (2018 XM5)",,,59800,0.8357,0.3026,10.17,92.75,152.71,127.90,24.40,,,,,0.583,0.0352
3836924,"       (2018 XN5)",,,59800,1.788,0.4500,3.49,278.45,182.52,182.11,25.60,,,,,0.984,0.00201
3836936,"       (2018 XV5)",,,59800,2.586,0.6338,11.23,154.89,161.22,2.41,17.75,,,,,0.947,0.0331
3836937,"       (2018 XW5)",,,59800,2.304,0.5406,5.33,288.29,60.89,63.37,19.15,,,,,1.058,0.0923
3836935,"       (2018 XX5)",,,59800,1.657,0.2398,33.39,267.94,111.42,290.82,20.47,,,,,1.259,0.417
3836938,"       (2018 XY5)",,,58468,1.557,0.3581,12.66,262.04,146.72,15.50,25.60,,,,,0.999,0.0499
3836958,"       (2018 XT6)",,,59800,1.765,0.4032,7.62,279.04,91.50,241.79,21.70,,,,,1.053,0.146
3836961,"       (2018 XU6)",,,59800,1.777,0.3573,6.02,323.35,192.06,165.37,21.80,,,,,1.142,0.156
3837516,"       (2018 XB20)",,,59800,1.983,0.5959,6.33,196.77,325.92,84.13,21.40,,,,,0.801,0.0523
3837517,"       (2018 XC20)",,,58465,2.178,0.5026,8.04,184.64,160.57,30.25,20.84,,,,,1.083,0.0856
3837519,"       (2018 XE20)",,,59800,2.168,0.4217,23.69,118.39,282.94,74.35,21.10,,,,,1.254,0.46
3836939,"       (2018 YA)",,,59800,1.225,0.1328,9.34,264.76,141.57,281.97,24.30,,,,,1.062,0.0973
3836940,"       (2018 YB)",,,58471,2.035,0.5418,2.12,110.40,289.29,14.40,23.70,,,,,0.932,0.0225
3836941,"       (2018 YG)",,,59800,0.7703,0.4377,29.43,266.71,342.56,2.63,24.30,,,,,0.433,0.0767
3836942,"       (2018 YH)",,,59800,1.119,0.2640,11.92,320.51,245.69,309.67,21.70,,,,,0.824,0.0308
3836943,"       (2018 YJ)",,,59800,2.312,0.5593,18.09,25.96,153.70,355.32,18.41,,,,,1.019,0.0504
3836947,"       (2018 YL)",,,59800,2.833,0.6113,12.16,78.98,43.86,270.62,22.60,,,,,1.101,0.17
3836948,"       (2018 YM)",,,58470,1.308,0.6408,17.69,85.93,248.47,34.66,27.10,,,,,0.470,0.0085
3836944,"       (2018 YN)",,,59800,1.685,0.5165,8.54,50.57,315.49,269.83,23.23,,,,,0.815,0.0374
3836945,"       (2018 YO)",,,58470,1.872,0.4865,3.90,73.17,342.97,9.55,26.80,,,,,0.961,0.00514
3836960,"       (2018 YS)",,,59800,1.495,0.4334,17.75,341.14,18.18,39.40,19.50,,,,,0.847,0.141
3836959,"       (2018 YT)",,,59800,1.794,0.3870,26.54,279.72,99.89,228.75,20.80,,,,,1.100,0.338
3836962,"       (2018 YU)",,,59800,1.764,0.4755,11.18,223.17,339.70,157.56,19.99,,,,,0.925,0.0541
3836963,"       (2018 YV)",,,59800,2.528,0.5532,14.48,294.03,135.88,331.82,22.30,,,,,1.129,0.204
3836964,"       (2018 YW)",,,59800,3.443,0.7445,52.63,124.60,67.61,194.29,19.70,,,,,0.880,0.173
3836971,"       (2018 YY)",,,58469,1.206,0.1985,33.47,267.75,132.32,36.74,22.30,,,,,0.966,0.0369
3836970,"       (2018 YZ)",,,59800,1.656,0.3068,28.91,288.05,138.61,270.95,21.60,,,,,1.148,0.224
3836972,"       (2018 YA1)",,,59800,0.7772,0.2772,1.80,70.98,204.83,273.14,23.30,,,,,0.562,0.00603
3836975,"       (2018 YB1)",,,59800,2.569,0.5531,6.53,206.64,293.34,306.82,20.13,,,,,1.148,0.195
3837457,"       (2018 YZ1)",,,59800,2.607,0.6693,20.68,44.14,184.15,286.71,18.50,,,,,0.862,0.143
3837511,"       (2018 YC2)",,,58473,2.628,0.9292,16.41,91.69,223.30,10.11,22.70,,,,,0.186,0.0171
3837514,"       (2018 YE2)",,,59800,2.278,0.5279,24.01,90.77,30.55,3.06,19.90,,,,,1.076,0.136
3837515,"       (2018 YF2)",,,59800,0.8756,0.3146,48.66,264.88,328.29,10.03,20.80,,,,,0.600,0.0901
3837520,"       (2018 YG2)",,,58468,1.178,0.2366,21.03,265.17,235.72,323.10,25.99,,,,,0.899,0.00281
3837521,"       (2018 YH2)",,,58470,1.132,0.2214,14.38,112.00,261.29,57.39,23.08,,,,,0.881,0.0195
3837522,"       (2018 YJ2)",,,59800,1.161,0.4040,6.52,65.13,293.32,11.46,21.80,,,,,0.692,0.0331
3837525,"       (2018 YK2)",,,59800,2.522,0.6578,7.07,88.05,315.44,334.06,22.80,,,,,0.863,0.00303
3837526,"       (2018 YL2)",,,59800,2.135,0.5788,4.25,275.72,139.50,66.67,29.40,,,,,0.899,0.0011
3837524,"       (2018 YM2)",,,59800,1.083,0.1581,19.58,278.30,248.95,19.46,24.70,,,,,0.912,0.0161
3837536,"       (2018 YO2)",,,59800,1.233,0.2170,1.00,94.05,334.91,247.42,29.80,,,,,0.965,7.77e-05
3837533,"       (2018 YP2)",,,58485,1.368,0.5724,6.45,276.73,281.62,326.27,25.40,,,,,0.585,0.00969
3837539,"       (2018 YQ2)",,,59800,1.106,0.2228,0.37,245.56,293.57,338.98,26.10,,,,,0.860,0.00161
3837535,"       (2018 YR2)",,,59800,1.367,0.2730,6.55,98.07,23.36,79.57,26.60,,,,,0.994,0.0246
3837531,"       (2018 YS2)",,,58486,1.612,0.3575,5.47,281.07,228.81,337.30,24.50,,,,,1.036,0.0799
3837534,"       (2018 YT2)",,,59800,1.371,0.2924,9.16,280.55,229.44,61.34,25.20,,,,,0.970,0.0482
3837532,"       (2018 YU2)",,,59800,1.083,0.1518,2.75,278.77,255.34,13.69,26.50,,,,,0.918,0.012
3837538,"       (2018 YV2)",,,58484,2.399,0.5773,14.22,98.57,25.06,355.19,24.20,,,,,1.014,0.0578
3837537,"       (2018 YW2)",,,59800,1.995,0.5084,4.99,118.04,8.30,92.74,23.90,,,,,0.981,0.00155
3837545,"       (2018 YY2)",,,59800,1.468,0.3644,12.77,278.18,141.06,27.53,25.90,,,,,0.933,0.0077
3837542,"       (2018 YZ2)",,,59800,1.976,0.3628,35.49,285.67,288.10,38.70,19.20,,,,,1.259,0.452
3837543,"       (2018 YA3)",,,59800,1.375,0.2488,7.13,91.56,81.67,40.85,22.80,,,,,1.033,0.125
3837540,"       (2018 YB3)",,,59800,2.44,0.5669,12.23,103.61,312.70,353.31,22.20,,,,,1.057,0.138
3837581,"       (2018 YD3)",,,59800,1.907,0.3314,5.85,296.69,200.00,117.19,22.40,,,,,1.275,0.293
3837939,"       (2018 YG4)",,,58485,1.362,0.3519,5.31,279.83,239.66,331.72,27.02,,,,,0.882,0.0102
3837546,"       (2019 AB)",,,59800,1.931,0.5243,5.05,103.99,33.84,112.14,26.42,,,,,0.919,0.00248
3837544,"       (2019 AC)",,,59800,1.863,0.3881,10.75,96.88,22.27,137.45,20.70,,,,,1.140,0.168
3837541,"       (2019 AD)",,,59800,1.114,0.1628,7.05,287.51,235.31,335.34,27.40,,,,,0.933,0.00778
3837547,"       (2019 AL)",,,59800,1.369,0.1989,32.18,259.73,249.64,46.76,22.20,,,,,1.097,0.233
3837556,"       (2019 AM)",,,58489,1.914,0.4739,14.59,85.01,357.69,5.45,23.00,,,,,1.007,0.0233
3837557,"       (2019 AN)",,,58487,1.754,0.4059,7.82,97.21,342.25,6.89,24.20,,,,,1.042,0.0652
3837559,"       (2019 AO)",,,58486,1.66,0.3868,14.19,274.64,200.48,354.42,25.30,,,,,1.018,0.0491
3837560,"       (2019 AP)",,,58486,2,0.4940,6.60,265.87,170.85,7.44,25.90,,,,,1.012,0.03
3837562,"       (2019 AQ)",,,58486,1.857,0.7449,4.34,210.27,359.78,338.73,23.20,,,,,0.474,0.0726
3837561,"       (2019 AR)",,,58487,1.718,0.4997,24.37,284.29,99.33,28.72,24.20,,,,,0.860,0.138
3837564,"       (2019 AS)",,,59800,1.361,0.2334,1.66,305.97,149.29,100.22,26.60,,,,,1.043,0.0627
3837558,"       (2019 AT)",,,59800,2.499,0.5965,1.36,231.57,223.25,330.63,25.00,,,,,1.008,0.0306
3837563,"       (2019 AU)",,,59800,1.107,0.1023,5.00,109.53,331.93,47.77,26.70,,,,,0.994,0.021
3837565,"       (2019 AV)",,,59800,1.302,0.3628,2.97,310.23,255.13,91.23,24.30,,,,,0.830,0.008
3837566,"       (2019 AW)",,,59800,1.758,0.4275,7.59,98.99,331.86,207.23,26.80,,,,,1.007,0.0454
3837567,"       (2019 AX)",,,59800,2.469,0.5852,4.31,153.83,276.32,340.96,23.00,,,,,1.024,0.0847
3837568,"       (2019 AY)",,,59800,2.006,0.4127,9.96,82.84,67.16,77.87,23.20,,,,,1.178,0.253
3837582,"       (2019 AG2)",,,58486,1.917,0.3702,34.38,77.99,315.12,17.71,20.50,,,,,1.207,0.303
3837583,"       (2019 AH2)",,,59800,1.466,0.2912,4.12,221.03,254.28,358.88,24.20,,,,,1.039,0.0891
3837585,"       (2019 AJ2)",,,58487,1.639,0.3934,17.09,259.09,118.51,31.82,21.40,,,,,0.994,0.13
3837587,"       (2019 AL2)",,,59800,2.727,0.6015,10.75,269.38,205.25,285.15,22.90,,,,,1.087,0.122
3837586,"       (2019 AM2)",,,59800,1.883,0.3833,34.26,268.01,226.69,125.47,21.20,,,,,1.161,0.269
3837588,"       (2019 AN2)",,,59800,2.503,0.5260,6.69,335.30,139.09,323.59,22.60,,,,,1.186,0.218
3837589,"       (2019 AO2)",,,58487,1.226,0.0338,15.49,97.44,12.51,353.86,24.20,,,,,1.185,0.202
3837591,"       (2019 AP2)",,,58487,1.275,0.1628,23.20,276.18,199.20,345.54,23.10,,,,,1.067,0.0917
3837593,"       (2019 AQ2)",,,59800,0.9567,0.1685,1.67,97.81,247.56,40.98,25.60,,,,,0.796,0.00189
3837594,"       (2019 AR2)",,,59800,1.454,0.3120,4.79,112.71,351.57,17.07,24.40,,,,,1.000,0.0196
3837590,"       (2019 AS2)",,,58487,1.582,0.3994,4.21,197.74,204.27,25.72,24.30,,,,,0.950,0.0125
3837592,"       (2019 AT2)",,,58487,2.459,0.6755,5.80,86.95,311.14,11.10,25.30,,,,,0.798,0.0152
3837595,"       (2019 AU2)",,,59800,2.488,0.5671,7.36,68.08,60.29,321.30,24.00,,,,,1.077,0.143
3837596,"       (2019 AV2)",,,59800,2.46,0.6466,9.01,119.69,54.43,320.04,21.10,,,,,0.869,0.0224
3837609,"       (2019 AW2)",,,59800,2.01,0.5818,8.81,96.57,306.73,109.39,25.37,,,,,0.840,0.00167
3837597,"       (2019 AX2)",,,58487,1.449,0.6769,2.66,31.25,187.82,327.68,24.60,,,,,0.468,0.0418
3837598,"       (2019 AY2)",,,58484,1.941,0.5170,21.35,281.15,140.55,11.22,24.70,,,,,0.938,0.0281
3837599,"       (2019 AZ2)",,,58490,2.458,0.8833,7.33,83.76,255.25,12.41,21.60,,,,,0.287,0.0343
3837600,"       (2019 AA3)",,,58487,1.405,0.4354,6.51,102.97,270.70,41.45,25.30,,,,,0.793,0.0317
3837601,"       (2019 AB3)",,,59800,2.406,0.5291,1.88,269.70,201.53,345.34,24.50,,,,,1.133,0.151
3837602,"       (2019 AC3)",,,59800,1.03,0.1101,4.41,282.03,270.40,81.38,27.30,,,,,0.916,0.000123
3837603,"       (2019 AD3)",,,59800,0.8412,0.2312,11.00,284.32,0.84,57.41,26.00,,,,,0.647,0.0538
